cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	GNPSLibraryURL	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
7830	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Coati,Rhino,Donkey,Wolf,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	525.3429	0.754
7831	"omnivores,herbivores,carnivores,Straw"	"Straw,Leopard,Tiger,Goat,Gibbon"	"Feces,Food"	NA	NA	NA	NA	NA	506.458	7.0858
7832	"omnivores,herbivores,carnivores,Pellets,Meat"	"Coati,Rhino,Pellets,Leopard,Capuchin,Tiger,Bear,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	720.652	12.5323
7833	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	669.4586	4.9513
7834	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,Leopard,Tiger,Goat,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	539.3226	0.7537
7835	"omnivores,herbivores,carnivores,Plants,Pellets,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Pellets,Tiger,Bear,Mandrill,Plants,CarnivorousCat,Gibbon"	"Feces,Food"	NA	NA	NA	NA	NA	696.6515	12.4103
7836	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	425.3642	6.7167
7837	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Chimp,Coati,Rhino,Wolf,QC,Elephant,Leopard,Tiger,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	453.3948	6.9795
7838	herbivores	"Zebra,Sheep,Rhino,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	439.3222	3.8113
7839	"omnivores,herbivores,carnivores,Straw"	"Zebra,Straw,Sheep,Chimp,Rhino,Donkey,Elephant,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	571.5098	12.392
7840	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	487.343	1.8536
7841	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Rhino,Donkey,Elephant,Goat,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	485.3278	1.0723
7842	herbivores	"Zebra,Gorilla"	Feces	NA	NA	NA	NA	NA	375.2155	0.9608
7843	"omnivores,herbivores,carnivores,Straw"	"Zebra,Straw,Sheep,Chimp,Rhino,Elephant,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	543.4787	11.3783
7844	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	679.5747	7.2754
7845	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,QC,Elephant,Tiger,Goat,Bear,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	941.4845	8.3307
7846	"omnivores,herbivores"	"Zebra,Rhino,Bear"	Feces	NA	NA	NA	NA	NA	245.1183	1.036
7847	"herbivores,QC"	"Zebra,Sheep,Rhino,QC,Goat"	Feces	NA	NA	NA	NA	NA	533.3851	2.3398
7848	"omnivores,herbivores"	"Zebra,Sheep,Rhino,Elephant,Goat,Mandrill"	Feces	NA	NA	NA	NA	NA	995.5391	8.8151
7849	herbivores	"Zebra,Rhino,Elephant"	Feces	NA	NA	NA	NA	NA	664.6007	7.2709
7850	herbivores	Zebra	Feces	NA	NA	NA	NA	NA	658.5662	5.3539
7851	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	653.5595	6.8526
7852	herbivores	Zebra	Feces	NA	NA	NA	NA	NA	714.6285	7.0743
7853	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	309.2803	4.9805
7854	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	631.5308	12.4064
7855	herbivores	Zebra	Feces	NA	NA	NA	NA	NA	768.6836	5.276
7856	"herbivores,carnivores"	"Zebra,Sheep,Elephant,Tiger,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	503.4113	7.1421
7857	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	650.5842	6.8499
7858	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	569.2326	2.9166
7859	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	691.5745	6.7568
7860	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Lemur,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	690.5265	7.2547
7861	"omnivores,herbivores,Straw"	"Zebra,Straw,Sheep,Rhino,Goat,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	599.5409	13.3015
7862	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	661.4475	4.4225
7863	"omnivores,herbivores,carnivores"	"Zebra,Wolf,Elephant,Mandrill"	Feces	NA	NA	NA	NA	NA	640.5547	7.2707
7864	"omnivores,herbivores,carnivores"	"Sheep,Chimp,Rhino,Wolf,Elephant,Leopard,Capuchin,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	669.5441	8.6691
7865	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	820.7042	14.0173
7866	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	636.4567	5.2565
7867	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Goat,Mandrill,Gibbon"	Feces	NA	NA	NA	NA	NA	679.4554	5.6711
7868	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,QC,Elephant,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	644.5469	8.581
7869	"omnivores,herbivores,Plants,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,QC,Elephant,Lemur,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	752.6417	11.0544
7870	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	825.5324	9.5699
7871	"omnivores,herbivores,carnivores,Meat,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Capuchin,Tiger,Mandrill,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	726.6622	12.7957
7872	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	135.044	0.8203
7873	"omnivores,herbivores,carnivores,Fruit,Plants,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Fruit,Leopard,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	153.0911	0.6989
7874	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,Coati,Rhino,QC,Elephant,Capuchin,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	775.5487	10.3369
7875	"omnivores,herbivores,Plants,Pellets,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Pellets,Lemur,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	397.3688	5.9806
7876	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,Meat"	"Zebra,Straw,Lion,Chimp,Coati,Rhino,Donkey,Wolf,Elephant,Pellets,Leopard,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	415.3067	4.2796
7877	"omnivores,herbivores,QC"	"Zebra,Chimp,Rhino,QC,Elephant,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	833.522	2.9247
7878	herbivores	"Zebra,Sheep,Rhino,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	323.2593	4.4458
7879	herbivores	"Zebra,Sheep,Rhino,Donkey,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	393.338	6.8739
7880	herbivores	"Zebra,Sheep,Rhino,Gorilla"	Feces	NA	NA	NA	NA	NA	405.1344	0.8073
7881	"herbivores,Straw"	"Zebra,Straw,Sheep,Rhino,Donkey,Elephant,Goat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	345.3012	3.5006
7882	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,Elephant,Hyena,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	623.5374	7.7607
7883	"herbivores,carnivores"	"Zebra,Lion,Sheep,Rhino,Wolf,Elephant,Leopard,Tiger,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	590.4458	5.1576
7884	herbivores	"Zebra,Rhino,Donkey,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	400.3517	3.5108
7885	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Goat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	604.4703	7.103
7886	"herbivores,carnivores"	"Rhino,Hyena"	Feces	NA	NA	NA	NA	NA	385.2748	3.9237
7887	herbivores	"Zebra,Rhino"	Feces	NA	NA	NA	NA	NA	547.4372	7.2698
7888	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Coati,Rhino,Elephant,Mandrill,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	788.5898	7.9332
7889	"herbivores,carnivores,Pellets"	"Zebra,Sheep,Rhino,Elephant,Pellets,Tiger,Goat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	339.2542	2.8029
7890	herbivores	"Zebra,Rhino"	Feces	NA	NA	NA	NA	NA	471.2386	3.7918
7891	herbivores	"Zebra,Rhino,Donkey,Elephant"	Feces	NA	NA	NA	NA	NA	396.3205	3.1345
7892	herbivores	"Zebra,Rhino,Elephant"	Feces	NA	NA	NA	NA	NA	421.3691	7.9506
7893	"herbivores,carnivores"	"Zebra,Sheep,Rhino,Tiger"	Feces	NA	NA	NA	NA	NA	429.2286	3.2516
7894	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Tiger,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	996.541	8.3324
7895	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Plants,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	325.275	3.1991
7896	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	617.0261	5.4847
7897	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Leopard,Tiger,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	464.3826	5.3117
7898	"omnivores,herbivores,Straw"	"Zebra,Straw,Sheep,Rhino,Donkey,Goat,Mandrill,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	694.5999	10.1574
7899	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Goat,Mandrill"	Feces	NA	NA	NA	NA	NA	670.5096	6.9402
7900	"herbivores,carnivores"	"Zebra,Rhino,Donkey,Elephant,Tiger"	Feces	NA	NA	NA	NA	NA	369.3013	2.7657
7901	herbivores	Rhino	Feces	NA	NA	NA	NA	NA	373.2748	3.8368
7902	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	617.0257	5.5524
7903	"omnivores,herbivores,carnivores,Pellets,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,QC,Elephant,Pellets,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	301.2175	3.9769
7904	"omnivores,herbivores,carnivores,Plants"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,Elephant,Hyena,Leopard,Tiger,Goat,Mandrill,Plants,CarnivorousCat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	325.2748	3.4732
7905	herbivores	"Zebra,Sheep,Rhino,Donkey,Elephant,Goat"	Feces	NA	NA	NA	NA	NA	447.3845	5.7348
7906	herbivores	"Zebra,Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	535.4004	2.0021
7907	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Donkey,Goat"	Feces	NA	NA	NA	NA	NA	361.3116	6.3798
7908	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	704.5239	9.2912
7909	"omnivores,herbivores"	"Sheep,Rhino,Elephant,Goat,Bear,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	453.3381	3.1798
7910	"herbivores,QC"	"Zebra,Sheep,QC"	Feces	NA	NA	NA	NA	NA	335.0929	1.0984
7911	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	695.6059	8.2923
7912	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Wolf,QC,Elephant,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	471.3477	4.8242
7913	herbivores	"Zebra,Sheep,Rhino"	Feces	NA	NA	NA	NA	NA	209.0603	0.8344
7914	herbivores	Zebra	Feces	NA	NA	NA	NA	NA	711.6013	5.7989
7915	"herbivores,carnivores"	"Zebra,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	542.4585	7.835
7916	"herbivores,Straw"	"Zebra,Straw,Sheep,Rhino,Goat"	"Feces,Food"	NA	NA	NA	NA	NA	523.4003	4.6353
7917	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Donkey,Elephant,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	607.5425	6.2978
7918	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Mandrill,Gibbon"	Feces	NA	NA	NA	NA	NA	613.48	7.5517
7919	herbivores	"Zebra,Sheep"	Feces	NA	NA	NA	NA	NA	389.2677	4.3618
7920	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Elephant,Gorilla"	Feces	NA	NA	NA	NA	NA	732.6643	9.1933
7921	herbivores	"Zebra,Rhino,Donkey,Elephant"	Feces	NA	NA	NA	NA	NA	624.5693	6.4156
7922	"omnivores,herbivores"	"Zebra,Sheep,Mandrill"	Feces	NA	NA	NA	NA	NA	1033.5521	9.8726
7923	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	625.5407	10.826
7924	"omnivores,herbivores,Straw,QC"	"Zebra,Straw,Sheep,Rhino,QC,Elephant,Mandrill,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	587.4645	7.0428
7925	herbivores	"Zebra,Sheep,Rhino,Goat"	Feces	NA	NA	NA	NA	NA	639.4633	6.0997
7926	"herbivores,QC"	"Zebra,Sheep,Rhino,Donkey,QC,Elephant,Goat,Gorilla"	Feces	NA	NA	NA	NA	NA	508.3644	4.0939
7927	herbivores	"Zebra,Sheep"	Feces	NA	NA	NA	NA	NA	927.5051	9.8862
7928	herbivores	"Zebra,Rhino,Elephant"	Feces	NA	NA	NA	NA	NA	473.4365	9.932
7929	herbivores	Zebra	Feces	NA	NA	NA	NA	NA	725.616	6.2307
7930	"omnivores,herbivores"	"Zebra,Chimp,Elephant,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	521.4577	9.1504
7931	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,QC,Elephant,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	649.4449	6.0205
7932	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	168.8355	13.9556
7933	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	427.2261	2.9809
7934	"omnivores,herbivores"	"Chimp,Elephant,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	421.2843	2.8832
7935	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	571.5139	7.8683
7936	"omnivores,herbivores,carnivores"	"Chimp,Wolf,Elephant,Leopard,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	465.286	3.3998
7937	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	277.2539	4.2484
7938	"omnivores,herbivores"	"Zebra,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	379.2857	4.2278
7939	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	415.2626	4.2464
7940	"omnivores,herbivores,Plants,Pellets"	"Chimp,Pellets,Mandrill,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	429.2857	2.8445
7941	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,QC"	"Zebra,Straw,Sheep,Chimp,Coati,Rhino,Donkey,QC,Elephant,Fruit,Pellets,Capuchin,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	688.5649	10.4743
7942	"omnivores,herbivores,QC"	"Sheep,Chimp,Coati,QC,Bear,Gorilla"	Feces	NA	NA	NA	NA	NA	373.3114	5.3658
7943	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	293.249	3.5362
7944	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	403.2259	3.1948
7945	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	649.465	7.2506
7946	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	429.2417	2.6257
7947	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	315.2905	3.8263
7948	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	363.2314	2.8009
7949	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	289.2176	2.7344
7950	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	289.2177	3.199
7951	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	347.2364	2.7673
7952	"omnivores,herbivores,carnivores"	"Zebra,Chimp,Rhino,Wolf,Elephant,Lemur,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	429.2172	2.4562
7953	"omnivores,herbivores"	"Chimp,Gorilla"	Feces	NA	NA	NA	NA	NA	852.5293	7.1548
7954	"omnivores,herbivores"	"Chimp,Gorilla"	Feces	NA	NA	NA	NA	NA	825.5114	7.1548
7955	"omnivores,herbivores,carnivores"	"Lion,Chimp,Wolf,Leopard,Tiger,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	645.5001	8.6636
7956	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	414.2502	2.2088
7957	"omnivores,herbivores"	"Chimp,Gorilla"	Feces	NA	NA	NA	NA	NA	441.2873	3.6978
7958	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	427.2704	3.1971
7959	"omnivores,herbivores"	"Chimp,Rhino,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	635.4669	6.4111
7960	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	251.2382	4.0409
7961	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	414.2501	3.064
7962	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	388.2347	2.7387
7963	"omnivores,herbivores"	"Chimp,Gorilla"	Feces	NA	NA	NA	NA	NA	852.5302	7.2951
7964	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	305.2124	2.7061
7965	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,QC,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	628.5154	7.0936
7966	"omnivores,herbivores,Plants"	"Chimp,Mandrill,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	405.2418	2.8368
7967	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	361.2158	1.8275
7968	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	315.2331	2.2021
7969	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Rhino,Wolf,Leopard,Tiger,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	305.2126	2.2605
7970	"omnivores,herbivores,carnivores"	"Chimp,Leopard,Lemur,Gorilla"	Feces	NA	NA	NA	NA	NA	663.4684	5.3914
7971	"omnivores,herbivores,carnivores,Plants,Pellets,Straw,QC"	"Zebra,Straw,Chimp,Rhino,Donkey,QC,Elephant,Pellets,Lemur,Mandrill,Plants,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	440.2995	4.7632
7972	"omnivores,herbivores"	"Chimp,Rhino,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	279.2695	4.4071
7973	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	403.226	2.3438
7974	"omnivores,herbivores,Plants"	"Chimp,Coati,Lemur,Mandrill,Plants,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	1439.7934	11.485
7975	"omnivores,herbivores"	"Chimp,Rhino,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	668.5268	5.6287
7976	"omnivores,herbivores"	"Chimp,Gorilla"	Feces	NA	NA	NA	NA	NA	455.3019	2.2675
7977	"omnivores,herbivores,carnivores,Meat,QC"	"Chimp,Rhino,QC,Lemur,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	867.5962	8.6988
7978	"omnivores,herbivores,QC"	"Zebra,Sheep,Chimp,Rhino,QC,Elephant,Goat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	918.8149	15.4616
7979	"omnivores,herbivores"	"Zebra,Chimp,Rhino,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	329.2338	4.8495
7980	"omnivores,herbivores,carnivores,Plants,Straw,Meat,QC"	"Straw,Chimp,Coati,Rhino,Wolf,QC,Elephant,Leopard,Tiger,Lemur,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	417.2995	5.5663
