cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
78	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	118.065	0.6715
79	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	565.5658	10.1286
80	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	270.2058	1.7274
81	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	559.5165	9.0459
82	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	Spectral_Match_to_1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_from_NIST14	0.00338745	0.908265	7.02324	482.3234	3.7347
83	"Straw,Pellets,Meat,omnivores,Blank,Plants,Fruit"	"Capuchin,Pellets,Fruit,Mandrill,Plants,Straw,Meat,Blank"	"Feces,Food"	Spectral_Match_to_L-Tyrosine_from_NIST14	0.000396729	0.984247	2.40361	165.0546	0.5987
84	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Leopard,Capuchin,Pellets,Tiger,Fruit,Plants,Lion,Straw,Gorilla,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	372.3466	4.4893
85	"Wash,Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Wash,Pellets,Wolf,Fruit,Plants,Lion,Straw,Meat,Blank"	"Wash,Feces,Food"	Spectral_Match_to_Leu-Gly-Leu_from_NIST14	0.00299072	0.900732	9.89617	302.207	0.6223
86	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Leopard,Gibbon,Capuchin,Pellets,Coati,Tiger,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	934.6385	6.7461
87	Meat	Meat	Food	NA	NA	NA	NA	359.2644	0.6315
88	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	651.6498	11.1794
89	"Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Leopard,Pellets,Tiger,Fruit,Plants,Lion,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	562.3494	1.3701
90	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Rhino,Goat,Leopard,Sheep,Pellets,Tiger,Fruit,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	417.3356	3.9145
91	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Rhino,Leopard,Sheep,Gibbon,Pellets,Wolf,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	344.9839	0.63
92	"Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Hyena,Pellets,Tiger,Fruit,Plants,Lion,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	538.3519	0.9206
93	"Straw,Pellets,Meat,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank"	Food	Spectral_Match_to_Ile-Arg_from_NIST14	9.16E-05	0.807866	0.317668	288.2029	0.6173
94	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit"	"Donkey,Rhino,Pellets,Bear,Fruit,Mandrill,Plants,Straw,Meat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	374.1908	0.9354
95	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Hyena,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	725.5554	7.4339
96	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	587.5477	10.1301
97	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Leopard,Capuchin,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	Spectral_Match_to_Gly-Ile_from_NIST14	0.000900269	0.775898	4.7602	189.1231	0.5828
98	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	635.4255	4.5309
99	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Capuchin,Pellets,Tiger,Bear,Fruit,Mandrill,Plants,Lion,Straw,Gorilla,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	955.5673	6.743
100	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Capuchin,Pellets,Wolf,Coati,Bear,Fruit,Elephant,Chimp,Plants,Lion,Straw,Gorilla,Meat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	732.6153	13.0757
101	"Straw,Pellets,Meat,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank"	Food	NA	NA	NA	NA	578.3442	0.9173
102	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Goat,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	408.3101	1.601
103	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit"	"Gibbon,Pellets,Fruit,Elephant,Plants,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	831.6928	11.4447
104	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	146.0599	0.6772
105	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	252.1953	1.7278
106	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	326.3775	4.0818
107	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Pellets,Wolf,Tiger,Fruit,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank"	"Feces,Food"	Spectral_Match_to_3.beta.-Hydroxy-5-cholenoic_acid_from_NIST14	9.16E-05	0.834764	0.256251	357.2781	3.9192
108	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	"Spectral_Match_to_Hexanedioic_acid,_bis(2-ethylhexyl)_ester_from_NIST14"	0.00201416	0.8829	5.42443	371.315	5.4261
109	"Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Pellets,Tiger,Fruit,Plants,Lion,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	504.3456	1.3665
110	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	284.2214	1.7204
111	"Straw,Pellets,Meat,omnivores,Blank,Plants,Fruit,carnivores"	"Pellets,Coati,Tiger,Fruit,Plants,Lion,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	Spectral_Match_to_Ile-Lys_from_NIST14	0.000488281	0.858239	1.87658	260.1965	0.6483
112	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	693.4783	4.5294
113	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	Spectral_Match_to_1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_from_NIST14	0.00100708	0.901785	2.21682	454.292	2.9086
114	"Straw,Pellets,Meat,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank"	Food	NA	NA	NA	NA	573.3891	0.9192
115	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	393.2966	5.4239
116	"Straw,Pellets,Meat,Blank,QC,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	817.6775	10.893
117	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	657.4076	4.5354
118	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	444.3788	4.2771
119	"Straw,Pellets,Meat,omnivores,Blank,QC,Plants,Fruit"	"Pellets,Coati,Bear,Fruit,Plants,Straw,Meat,Blank,QC"	"Feces,Food"	Arginine	0.000305176	0.998437	1.74268	175.1187	0.675
120	"Straw,Pellets,Meat,herbivores,Blank,Plants,Fruit,carnivores"	"Goat,Leopard,Sheep,Pellets,Tiger,Fruit,Plants,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	435.346	3.9203
121	"Straw,Pellets,Meat,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank"	Food	Tyrosocholic_acid	0.00152588	0.886649	2.66595	572.3575	0.7191
122	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_Dibutyl_phthalate_from_NIST14	0.000610352	0.75157	2.1864	279.1586	2.3107
123	"Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Pellets,Wolf,Fruit,Plants,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	816.5966	3.6853
124	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	473.2639	1.2979
125	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	850.6722	11.7781
126	"Straw,Pellets,Meat,Blank,Plants,Fruit,carnivores"	"Pellets,Fruit,Plants,Lion,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	584.3314	1.369
127	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	902.8146	15.4252
128	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	536.1648	9.3331
129	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	560.5006	8.7854
130	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	367.2374	2.0577
131	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	468.3887	3.2146
132	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	332.1826	1.3658
133	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_Phthalic_anhydride_from_NIST14	0.000198364	0.883904	1.3311	149.0232	2.3143
134	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	424.3625	3.2281
135	"Straw,Pellets,Meat,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank"	Food	NA	NA	NA	NA	600.3263	0.9164
136	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	261.1305	0.6115
137	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	424.305	1.0235
138	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Gibbon,Pellets,Wolf,Fruit,Plants,Straw,Gorilla,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	800.6015	4.6239
139	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit"	"Capuchin,Pellets,Fruit,Plants,Straw,Gorilla,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	366.2973	3.6388
140	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	900.799	15.1783
141	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	975.6643	6.7438
142	"Straw,Pellets,Meat,herbivores,Blank,Plants,Fruit"	"Pellets,Fruit,Plants,Straw,Meat,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	450.1766	0.938
143	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Capuchin,Pellets,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	674.4617	4.2592
144	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Capuchin,Pellets,Wolf,Coati,Bear,Fruit,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	286.3099	3.4288
145	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit"	"Capuchin,Pellets,Fruit,Plants,Straw,Gorilla,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	532.3658	5.2967
146	"Straw,Pellets,Meat,omnivores,Blank,Plants,Fruit,carnivores"	"Leopard,Capuchin,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	456.3674	1.233
147	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit"	"Goat,Gibbon,Capuchin,Pellets,Lemur,Fruit,Chimp,Plants,Straw,Gorilla,Meat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	760.6491	13.0375
148	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Proline	0.00050354	0.997773	4.33824	116.0705	0.5448
149	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	Spectral_Match_to_1-Octadecanoyl-sn-glycero-3-phosphoethanolamine_from_NIST14	0.00198364	0.977122	3.93343	504.305	3.7365
150	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	228.1955	4.2748
151	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	794.7206	14.812
152	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	731.6042	8.4802
153	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	284.9718	0.6187
154	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	515.0069	0.6157
155	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Rhino,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	365.1048	0.5781
