cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
7058	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	309.2415	2.6192
7059	omnivores	Gibbon	Feces	NA	NA	NA	NA	395.3087	3.0734
7060	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	868.7362	14.2605
7061	"omnivores,herbivores,QC,carnivores"	"Rhino,Leopard,Gibbon,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	1022.9596	16.8153
7062	"omnivores,herbivores,carnivores"	"Rhino,Leopard,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	1008.9439	16.6635
7063	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	387.3208	2.8814
7064	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	892.7363	13.9424
7065	"omnivores,herbivores"	"Gibbon,Gorilla"	Feces	NA	NA	NA	NA	393.2926	2.6119
7066	"omnivores,herbivores"	"Rhino,Gibbon,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	870.5915	8.7637
7067	"omnivores,herbivores"	"Sheep,Gibbon,Elephant,Chimp,Zebra"	Feces	NA	NA	NA	NA	654.58	9.7344
7068	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	611.5348	8.6525
7069	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	633.5161	8.6511
7070	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	933.7629	13.9391
7071	omnivores	"Gibbon,Chimp"	Feces	NA	NA	NA	NA	626.548	8.6589
7072	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Lemur,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	732.5968	10.0175
7073	"omnivores,herbivores"	"Gibbon,Elephant,Chimp,Zebra"	Feces	NA	NA	NA	NA	712.6333	9.7286
7074	omnivores	Gibbon	Feces	NA	NA	NA	NA	686.2733	5.1898
7075	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	425.2297	2.5599
7076	"omnivores,herbivores"	"Rhino,Gibbon,Elephant,Chimp,Zebra"	Feces	NA	NA	NA	NA	526.4608	6.8755
7077	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	597.5193	8.2125
7078	"omnivores,herbivores,carnivores"	"Hyena,Sheep,Gibbon,Bear,Gorilla"	Feces	NA	NA	NA	NA	411.3609	3.5887
7079	"Meat,omnivores,herbivores"	"Goat,Sheep,Gibbon,Chimp,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	366.3109	2.5824
7080	"omnivores,herbivores"	"Rhino,Goat,Sheep,Gibbon,Bear"	Feces	"(1S,2R,4aS,6aS,6bR,10S,12aR)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic_acid"	0.00152588	0.757347	3.33622	457.3665	3.5686
7081	omnivores	Gibbon	Feces	NA	NA	NA	NA	710.2729	5.0101
7082	"omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Sheep,Gibbon,Wolf,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	316.3205	4.0237
7083	"omnivores,herbivores"	"Gibbon,Elephant,Chimp,Zebra"	Feces	NA	NA	NA	NA	676.5625	9.7299
7084	"omnivores,herbivores,QC,carnivores"	"Rhino,Gibbon,Tiger,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	416.3514	2.2665
7085	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	766.5209	5.8357
7086	"omnivores,herbivores,Blank"	"Sheep,Gibbon,Bear,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	619.3975	3.2047
7087	omnivores	Gibbon	Feces	NA	NA	NA	NA	409.2873	3.1731
7088	omnivores	Gibbon	Feces	NA	NA	NA	NA	368.2614	5.5794
7089	"omnivores,herbivores,QC"	"Rhino,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	665.4727	6.1132
7090	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	953.7311	12.6446
7091	"omnivores,herbivores,carnivores"	"Gibbon,Tiger,Chimp,Mandrill,Lion,Gorilla"	Feces	NA	NA	NA	NA	414.3358	1.5224
7092	"omnivores,herbivores"	"Sheep,Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	383.2784	3.0545
7093	"omnivores,herbivores,carnivores"	"Gibbon,Wolf,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	1159.8911	9.4284
7094	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Bear,Chimp,Mandrill,Plants,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	429.3717	4.9988
7095	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	578.5112	8.561
7096	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla"	Feces	NA	NA	NA	NA	431.3584	2.5235
7097	"omnivores,herbivores,QC"	"Rhino,Sheep,Gibbon,Capuchin,Bear,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	1005.8312	15.26
7098	omnivores	Gibbon	Feces	NA	NA	NA	NA	660.3938	3.5241
7099	"omnivores,herbivores"	"Rhino,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	525.4867	9.553
7100	"omnivores,herbivores"	"Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	763.7514	15.6437
7101	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Coati,Bear,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	585.4285	5.4617
7102	"omnivores,herbivores,QC"	"Goat,Sheep,Gibbon,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	800.6516	11.2922
7103	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	635.4282	6.6306
7104	"omnivores,herbivores,Plants"	"Sheep,Gibbon,Coati,Bear,Chimp,Mandrill,Plants,Gorilla,Zebra"	"Feces,Food"	NA	NA	NA	NA	795.6263	11.0706
7105	"omnivores,herbivores,carnivores"	"Sheep,Gibbon,Wolf,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	349.2731	3.4326
7106	"omnivores,herbivores"	"Gibbon,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	734.5304	6.0096
7107	"herbivores,carnivores"	"Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	312.1588	1.2193
7108	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	155.0812	0.5725
7109	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	344.1961	1.0554
7110	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	312.1586	1.3574
7111	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	344.2217	2.204
7112	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	791.5949	7.2688
7113	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	314.1745	1.3259
7114	"omnivores,herbivores,carnivores"	"Hyena,Coati,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	797.5691	4.7497
7115	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	316.1901	1.4553
7116	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	370.2115	1.2148
7117	"omnivores,carnivores"	"Coati,CarnivorousCat"	Feces	NA	NA	NA	NA	799.584	4.6133
7118	"omnivores,carnivores"	"Coati,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	807.5896	6.4774
7119	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	201.0542	1.0554
7120	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	734.5011	4.9267
7121	"omnivores,carnivores"	"Tiger,Chimp,CarnivorousCat"	Feces	Spectral_Match_to_Heptadecanoyl_ethanolamide_from_NIST14	0.0180054	0.704631	57.2863	314.287	5.5643
7122	carnivores	"Hyena,Leopard,Wolf,Tiger,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	803.5406	1.0134
7123	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	480.2771	5.7339
7124	"omnivores,carnivores"	"Chimp,CarnivorousCat"	Feces	NA	NA	NA	NA	342.318	6.6031
7125	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	459.3603	4.0581
7126	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	646.5026	4.5912
7127	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	308.1248	1.0391
7128	"Pellets,omnivores,herbivores,carnivores"	"Rhino,Hyena,Pellets,Wolf,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,Zebra"	"Feces,Food"	NA	NA	NA	NA	214.1433	0.7138
7129	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	402.2744	2.2206
7130	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	330.2052	1.6981
7131	"Straw,Pellets,Meat,herbivores,Blank,Plants,carnivores"	"Rhino,Goat,Sheep,Pellets,Wolf,Tiger,Plants,Straw,Gorilla,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	399.325	2.6257
7132	"omnivores,herbivores,carnivores"	"Hyena,Chimp,Mandrill,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	731.591	6.9096
7133	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	224.2004	1.8095
7134	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	370.2117	1.3734
7135	"omnivores,carnivores"	"Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	274.143	0.7203
7136	"omnivores,herbivores,carnivores"	"Rhino,Hyena,Leopard,Gibbon,Wolf,Coati,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	451.3405	1.0788
7137	"Straw,omnivores,herbivores,Plants,carnivores"	"Hyena,Coati,Tiger,Chimp,Plants,Straw,Gorilla,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	786.5307	5.1913
7138	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	340.3026	5.773
7139	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	298.143	1.0065
7140	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	482.2924	6.6013
7141	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	651.4581	4.5912
7142	"omnivores,herbivores,carnivores"	"Rhino,Goat,Sheep,Gibbon,Chimp,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	385.3572	5.6305
7143	"omnivores,carnivores"	"Hyena,Coati,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	795.5523	4.253
7144	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	349.1512	1.0554
7145	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	898.7818	15.0371
7146	"omnivores,carnivores"	"Hyena,Gibbon,Wolf,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	478.3885	2.5374
7147	carnivores	"Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	476.383	3.3488
7148	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	374.2429	1.4717
7149	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	328.1895	1.4553
7150	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	342.2058	1.956
7151	"omnivores,herbivores,carnivores"	"Rhino,Goat,Sheep,Gibbon,Wolf,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	457.3284	1.6316
7152	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	564.418	3.2071
7153	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	480.277	5.8544
7154	"Pellets,carnivores"	"Pellets,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	362.3408	5.2235
7155	"omnivores,carnivores"	"Wolf,Coati,CarnivorousCat"	Feces	Spectral_Match_to_Cholesterol_from_NIST14	0.00088501	0.918007	2.39611	369.3511	11.0647
7156	"herbivores,carnivores"	"Hyena,Tiger,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	744.522	5.14
7157	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	330.1805	0.892
7158	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Wolf,Tiger,Elephant,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	489.3176	0.7411
7159	"omnivores,carnivores"	"Hyena,Coati,CarnivorousCat"	Feces	NA	NA	NA	NA	802.5233	4.7409
7160	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,carnivores"	"Rhino,Goat,Hyena,Leopard,Pellets,Tiger,Bear,Chimp,Mandrill,Plants,Straw,Meat,CarnivorousCat,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	115.0541	1.086
7161	"Straw,Pellets,Meat,omnivores,Blank,Plants,Fruit,carnivores"	"Leopard,Pellets,Coati,Bear,Fruit,Plants,Lion,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	469.3525	1.1213
7162	"omnivores,carnivores"	"Hyena,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	766.5621	5.2514
7163	"omnivores,carnivores"	"Hyena,Coati,CarnivorousCat"	Feces	NA	NA	NA	NA	829.5738	5.5034
7164	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Tiger,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,Zebra"	"Feces,Food"	NA	NA	NA	NA	399.3248	1.4736
7165	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	300.159	0.8093
7166	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	445.345	3.6638
7167	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Hyena,Sheep,Gibbon,Capuchin,Wolf,Coati,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	216.1591	0.7548
7168	"omnivores,carnivores"	"Hyena,Coati,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	797.5685	4.5999
7169	"herbivores,carnivores"	"Donkey,Rhino,Goat,Sheep,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	433.3299	1.8302
7170	"omnivores,herbivores,carnivores"	"Capuchin,Wolf,Coati,Tiger,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	784.5153	4.9056
7171	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Wolf,Tiger,Chimp,Gorilla,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	452.3729	2.0932
7172	"herbivores,carnivores"	"Rhino,CarnivorousCat"	Feces	NA	NA	NA	NA	487.3515	1.5435
7173	"omnivores,herbivores,carnivores"	"Rhino,Hyena,Leopard,Sheep,Gibbon,Wolf,Tiger,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	379.2585	1.628
7174	"omnivores,herbivores,QC,carnivores"	"Hyena,Gibbon,Capuchin,Wolf,Coati,Tiger,Bear,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	935.721	13.2568
7175	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	880.652	6.4526
7176	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	815.5942	6.748
7177	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	350.3412	5.9523
7178	"herbivores,carnivores"	"Rhino,Wolf,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	475.3882	2.6096
7179	"omnivores,herbivores,carnivores"	"Wolf,Tiger,Chimp,Mandrill,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	634.5763	10.0296
7180	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	764.5469	4.3864
7181	"omnivores,herbivores,carnivores"	"Hyena,Wolf,Chimp,Mandrill,Gorilla,CarnivorousCat,Zebra"	Feces	Spectral_Match_to_3.beta.-Hydroxy-5-cholenoic_acid_from_NIST14	9.16E-05	0.812048	0.256251	357.2781	9.4495
7182	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	227.0698	1.2311
7183	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	348.3253	5.2529
7184	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	515.406	3.9446
7185	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	481.3421	4.0581
7186	"herbivores,carnivores"	"Hyena,Sheep,CarnivorousCat"	Feces	NA	NA	NA	NA	376.3202	1.4821
7187	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	777.5428	4.9378
7188	"omnivores,herbivores,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Wolf,Tiger,Lion,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	397.3095	2.383
7189	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	473.3762	4.4506
7190	carnivores	"Leopard,Wolf,Tiger,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	872.6736	11.689
7191	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	530.3799	4.9091
7192	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	635.4439	3.8442
7193	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	298.1432	0.8093
7194	"herbivores,carnivores"	"Wolf,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	660.5915	9.9817
7195	"QC,carnivores"	"CarnivorousCat,QC"	Feces	NA	NA	NA	NA	1002.76	12.4787
7196	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	834.5289	5.3681
7197	carnivores	"Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	458.3984	6.8
7198	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Wolf,Coati,Tiger,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	401.3406	2.4864
7199	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	236.2004	2.204
7200	"omnivores,herbivores,carnivores"	"Rhino,Leopard,Capuchin,Wolf,Coati,Tiger,Mandrill,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	592.5653	9.6371
7201	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	400.2588	1.956
7202	"omnivores,carnivores"	"Leopard,Capuchin,Tiger,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	611.3534	1.9939
7203	"herbivores,carnivores"	"Goat,Sheep,CarnivorousCat"	Feces	NA	NA	NA	NA	401.3046	2.1842
7204	"Meat,omnivores,herbivores,carnivores"	"Rhino,Hyena,Wolf,Coati,Tiger,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,Zebra"	"Feces,Food"	NA	NA	NA	NA	690.5644	6.8918
7205	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	580.4129	2.224
7206	"omnivores,herbivores,carnivores"	"Hyena,Chimp,Mandrill,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	646.5387	8.3359
7207	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	382.2372	2.8448
7208	"Pellets,omnivores,herbivores,carnivores"	"Leopard,Pellets,Wolf,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	402.3357	4.3091
7209	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	356.2214	2.138
7210	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Sheep,Pellets,Coati,Fruit,Plants,Straw,Meat,CarnivorousCat,Blank"	"Feces,Food"	NA	NA	NA	NA	141.0695	1.1683
7211	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	370.237	2.7952
7212	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	473.3723	2.4014
7213	"omnivores,herbivores,carnivores"	"Capuchin,Wolf,Tiger,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	513.3324	3.4143
7214	carnivores	CarnivorousCat	Feces	NA	NA	NA	NA	358.2369	2.4344
7215	"Pellets,omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Leopard,Gibbon,Pellets,Wolf,Coati,Tiger,Chimp,Mandrill,Lion,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	356.3517	5.1066
7216	"omnivores,carnivores"	"Coati,Tiger,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	827.5579	5.256
7217	"omnivores,QC,carnivores"	"Chimp,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	519.4515	4.6909
7218	"herbivores,carnivores"	"Rhino,Goat,Sheep,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	489.3674	1.3515
7219	carnivores	"Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	349.3208	3.6977
7220	carnivores	"Wolf,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	949.6235	3.2966
7221	"omnivores,carnivores"	"Hyena,Wolf,Coati,Tiger,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	696.5548	8.1351
7222	"omnivores,herbivores,carnivores"	"Hyena,Wolf,Chimp,Mandrill,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	697.5345	6.9205
7223	"omnivores,herbivores,carnivores"	"Hyena,Gibbon,Capuchin,Coati,Tiger,Bear,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	556.4413	2.0618
7224	carnivores	"Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	650.6176	9.6502
7225	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	714.505	7.5824
7226	"omnivores,carnivores"	"Wolf,Coati,Bear,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	422.3776	7.7983
7227	"Meat,omnivores,herbivores,QC,carnivores"	"Hyena,Leopard,Capuchin,Wolf,Coati,Tiger,Bear,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC"	"Feces,Food"	Spectral_Match_to_D-erythro-C18-Sphingosine_from_NIST14	0.000396729	0.866382	1.40545	282.2786	3.3707
7228	"herbivores,carnivores"	"Wolf,Tiger,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	455.2782	3.4187
7229	carnivores	"Leopard,Wolf,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	504.4192	4.6258
7230	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	445.3666	6.0131
7231	"omnivores,herbivores,carnivores"	"Donkey,Rhino,Goat,Leopard,Sheep,Wolf,Coati,Tiger,Elephant,Chimp,Lion,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	445.2934	0.7925
7232	"omnivores,carnivores"	"Leopard,Wolf,Coati,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	618.5808	10.4305
7233	"omnivores,carnivores"	"Leopard,Wolf,Coati,Tiger,Mandrill,Lion,CarnivorousCat"	Feces	NA	NA	NA	NA	354.2996	3.0762
7234	"herbivores,QC,carnivores"	"Rhino,Hyena,Sheep,Wolf,Tiger,Lion,Gorilla,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	423.3611	5.0869
7235	carnivores	"Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	390.2995	2.6346
7236	"herbivores,carnivores"	"Rhino,Goat,Sheep,Wolf,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	434.3624	2.5985
7237	"Straw,herbivores"	"Rhino,Straw,Zebra"	"Feces,Food"	NA	NA	NA	NA	422.3731	3.9899
7238	herbivores	Rhino	Feces	NA	NA	NA	NA	430.3308	3.2481
7239	"Pellets,herbivores"	"Rhino,Pellets,Gorilla"	"Feces,Food"	NA	NA	NA	NA	366.3358	4.5332
7240	"Pellets,herbivores"	"Rhino,Pellets"	"Feces,Food"	NA	NA	NA	NA	488.384	3.2232
7241	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	768.7045	14.7512
7242	"omnivores,herbivores"	"Rhino,Coati,Bear,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	637.6397	9.0151
7243	"omnivores,herbivores,carnivores"	"Rhino,Goat,Hyena,Sheep,Tiger,Chimp,Lion,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	837.7203	14.1348
